original_parquet_row_index,label,premise,hypothesis,gemma-3-4b-it,bloomz-1b7,llama-3.1-70b-it,Mistral-7B-Instruct
7654,contradiction,Two men renovate a brick wall outside.,Both of the men are on break.,neutral,contradiction,neutral,neutral
4519,neutral,The small child is sitting in a red playground swing.,A father and child playing together.,entailment,entailment,neutral,neutral
2517,contradiction,"An old man with a cowboy hat, cowboy boots, and blue jeans stands next to a cabin and looks off into the distance as the sun sets in the background.",Nobody has a hat,contradiction,contradiction,contradiction,neutral
4836,entailment,A woman wearing white and black carries a serving tray.,A woman is carrying a serving tray.,entailment,contradiction,entailment,entailment
2885,entailment,a man playing guitar and signing next to a woman in a dress playing an instrument,A man and woman make music.,entailment,contradiction,entailment,neutral
7281,neutral,A drunk looking woman is hugging a drunk looking man.,A drunk looking woman in a Yankees shirt is hugging a drunk looking man in a Red Sox shirt.,neutral,contradiction,entailment,neutral
6255,contradiction,A person sitting on a rock beside a waterfall.,The person is going for a run,neutral,contradiction,contradiction,neutral
4539,neutral,A man pulling items on a cart.,A man is taking things that he bought at the store home.,entailment,entailment,entailment,neutral
5639,entailment,A male performer sings and plays the guitar in front of a microphone.,A man is singing a song.,entailment,contradiction,entailment,neutral
9459,neutral,A man swings his tennis racquet as the tennis ball gets closer to him.,A man is about to hit the winning point in a tennis match.,entailment,contradiction,entailment,neutral
3481,entailment,"A man in a white shirt, dark shorts and a red cap is standing in a small green rowboat with green oars, in the middle of what appears to be a shallow river, against a bank of tall dried grasses.",The man is outdoors,entailment,contradiction,entailment,neutral
1277,entailment,Three men in Soldier dress and helmets stand with guns outside of a building.,There are people standing outside.,entailment,contradiction,entailment,neutral
3146,neutral,A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants.,A man watering his neighbors plants.,entailment,contradiction,neutral,neutral
8262,neutral,A male wearing a football uniform kicking a football during a football game.,A Dallas Cowboy player is trying to tie the playoff game.,entailment,contradiction,entailment,neutral
3205,entailment,A dog jumping into the air.,There is an animal jumping.,entailment,contradiction,entailment,entailment
9892,entailment,A bearded man wearing a blue shirt and white t-shirt is working on a fishing net.,Someone is fixing a net.,entailment,contradiction,entailment,neutral
2742,entailment,Two people are sitting on a rock looking off into the distance.,Two people are outdoors.,entailment,contradiction,entailment,neutral
6076,entailment,"A person is climbing a wooden ladder on a very steep, jagged, rock cliff.",A person is climbing a steep cliff.,entailment,contradiction,entailment,entailment
4047,neutral,A man with black clothing is sweeping steps with a broom.,The man is the janitor for the building.,neutral,contradiction,entailment,neutral
5731,entailment,A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.,Two boys look on as a married couple get their pictures taken.,entailment,contradiction,entailment,neutral
2945,contradiction,A thin brunette woman lounges while reading on a rooftop overlooking a cityscape.,A fat blonde is eating a hot dog,contradiction,contradiction,neutral,contradiction
5790,entailment,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.",a man with glasses,entailment,contradiction,entailment,neutral
6794,entailment,A man pushing a hand-truck of boxes is bending over to pick up a pear.,A man is pushing a hand truck.,entailment,contradiction,neutral,neutral
6543,entailment,Man recording a video of a woman.,A woman is being recorded by a man.,entailment,contradiction,entailment,neutral
700,contradiction,"A female softball player wearing blue and red crouches in the infield, waiting for the next play.",the player is flying planes,contradiction,contradiction,contradiction,contradiction
3574,neutral,Two men are sitting on a couch.,Two men are watching TV on a couch.,entailment,contradiction,entailment,neutral
7699,neutral,Passengers in a rusty yellow car driving down the street.,An old taxi drives on a street.,entailment,contradiction,entailment,neutral
2515,contradiction,A crowd of people in stadium style seating appear disinterested in the venue.,A group of people are excited to be here.,contradiction,contradiction,contradiction,contradiction
3000,entailment,Bubbles surround a statue in the middle of a street.,There are bubbles around the statue.,entailment,contradiction,entailment,neutral
5820,entailment,Child plays with pigeon in busy public area while group of people watch him play.,People watch a child play.,entailment,contradiction,entailment,neutral
8581,contradiction,Four women carrying shoulder bags are walking down a city sidewalk.,Four women are running away from a man in the city.,contradiction,contradiction,neutral,contradiction
3684,entailment,A young teenage boy in a blue and white striped coat gives a weak smile while walking with four other girls.,a boy in a coat,entailment,contradiction,entailment,neutral
2995,neutral,A girl with black pants on is lowering a camera onto the running track.,A camera is being lowered onto a running track by a girl in black pants and yellow t shirt,entailment,contradiction,entailment,neutral
4252,neutral,A sitting man is holding a partially carved stone in front a partially painted wall.,The man is a sculptor.,entailment,contradiction,entailment,neutral
3411,contradiction,Two musicians and a singer are on a stage performing a song.,Band members packing their things into a tour bus.,neutral,contradiction,neutral,neutral
7962,entailment,Two women on a beach.,Two women are outdoors.,entailment,contradiction,entailment,neutral
6309,neutral,A large display of artifacts are in a large room and around a very large display are six people with two people near wooden benches.,People stand in front of the new display,entailment,contradiction,neutral,neutral
8611,neutral,A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward.,there was a bad accident,entailment,contradiction,neutral,neutral
5012,contradiction,A woman plays guitar for tips.,there is no way one can learn music,contradiction,contradiction,contradiction,contradiction
7750,contradiction,A woman is standing at a podium.,A man is standing at a podium.,contradiction,contradiction,neutral,contradiction
